decision_id,market,reference_key,reference_title,reference_address,reference_zip,returned_candidate_count,fixed_identity_evidence_candidate_count,provider_closed_signal_candidate_count,best_candidate_key,best_candidate_title,best_candidate_category,best_candidate_address,best_candidate_url,best_candidate_business_status,best_candidate_provider_closed_signal,best_distance_meters,best_same_address,best_same_phone,best_same_domain,best_title_similarity,best_fixed_identity_evidence,included_in_main_discovery_pipeline,allowed_manual_decisions,manual_decision,selected_candidate_key,decision_evidence,evidence_url,reviewed_by,reviewed_on
reference_status:competition_unit:clinic:e5dbee1ee8125113,Eureka_CA_S,competition_unit:clinic:e5dbee1ee8125113,Redwood Podiatry Group,"3258 Timber Fall Ct, Eureka, CA 95503",95503.0,1,1,0,google:cid:11914185165483316836,Redwood Podiatry Group,Podiatrist,"3258 Timber Fall Ct, Eureka, CA 95503",https://www.redwoodpodiatry.com/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Redwood Podiatry Group at 3258 Timber Fall Ct, Eureka, CA 95503. The returned category is Podiatrist, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.redwoodpodiatry.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:address:55592d99477a5182,Eureka_CA_S,competition_unit:address:55592d99477a5182,Walgreens Pharmacy,"2525 Harris St, Eureka, CA 95503",95503.0,1,1,0,google:cid:13655340368789095269,Walgreens Pharmacy,Pharmacy,"2525 Harris St, Eureka, CA 95503",https://www.walgreens.com/locator/walgreens-2525+harris+st-eureka-ca-95503/id=5863,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Walgreens Pharmacy at 2525 Harris St, Eureka, CA 95503. The returned category is Pharmacy, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.walgreens.com/locator/walgreens-2525+harris+st-eureka-ca-95503/id=5863,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:address:f7844a41aa24361b,FortBragg_CA_S,competition_unit:address:f7844a41aa24361b,CVS,"150 S Main St, Fort Bragg, CA 95437",95437.0,1,1,0,google:cid:4835361201139210311,CVS,Drug store,"150 S Main St, Fort Bragg, CA 95437",https://www.cvs.com/store-locator/fort-bragg-ca-pharmacies/150-s-main-st-fort-bragg-ca-95437/storeid=3932?WT.mc_id=LS_GOOGLE_FS_3932,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify CVS at 150 S Main St, Fort Bragg, CA 95437. The returned category is Drug store, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.cvs.com/store-locator/fort-bragg-ca-pharmacies/150-s-main-st-fort-bragg-ca-95437/storeid=3932?WT.mc_id=LS_GOOGLE_FS_3932,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:19b71ede0a13841e,FortBragg_CA_S,competition_unit:clinic:19b71ede0a13841e,Family Medicine: Adventist Health,"850 Sequoia Cir, Fort Bragg, CA 95437",95437.0,6,1,0,google:cid:2862103408094430297,Adventist Health Primary and Specialty Care,Family practice physician,"850 Sequoia Cir, Fort Bragg, CA 95437",https://adventisthealth.org/locations/detail/family-medicine-adventist-health-4272/,,False,0.0,True,False,False,0.4267,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Adventist Health Primary and Specialty Care at 850 Sequoia Cir, Fort Bragg, CA 95437. The returned category is Family practice physician, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://adventisthealth.org/locations/detail/family-medicine-adventist-health-4272/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:c947120292ef6700,FortBragg_CA_S,competition_unit:clinic:c947120292ef6700,Fort Bragg Feed & Pet Inc,"880 Stewart St # D, Fort Bragg, CA 95437",95437.0,1,1,0,google:cid:16031957758279905896,Fort Bragg Feed & Pet Inc,Pet supply store,"880 Stewart St # D, Fort Bragg, CA 95437",,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Fort Bragg Feed & Pet Inc at 880 Stewart St # D, Fort Bragg, CA 95437. The returned category is Pet supply store, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.google.com/maps?cid=16031957758279905896,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:ad644ea1a21e5cb9,FortBragg_CA_S,competition_unit:clinic:ad644ea1a21e5cb9,Team Insurance & Financial Services,"414 S Franklin St, Fort Bragg, CA 95437",95437.0,1,1,0,google:cid:3747922901108405397,Team Insurance & Financial Services,Insurance agency,"414 S Franklin St, Fort Bragg, CA 95437",https://www.teaminsurance.net/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Team Insurance & Financial Services at 414 S Franklin St, Fort Bragg, CA 95437. The returned category is Insurance agency, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.teaminsurance.net/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:7608096b761d2083,SaranacLake_NY_S,competition_unit:clinic:7608096b761d2083,"Adam Abodeely, MD","State, 2249 NY-86 #2, Saranac Lake, NY 12983",12983.0,1,1,0,google:cid:8010279444074502535,"Adam Abodeely, MD",Proctologist,"State, 2249 NY-86 #2, Saranac Lake, NY 12983",,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Adam Abodeely, MD at State, 2249 NY-86 #2, Saranac Lake, NY 12983. The returned category is Proctologist, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.google.com/maps?cid=8010279444074502535,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:d4bd6e85b5575839,SaranacLake_NY_S,competition_unit:clinic:d4bd6e85b5575839,Adirondack Foot Clinic,"136 Broadway Suite 3, Saranac Lake, NY 12983",12983.0,2,1,0,google:cid:6437658541692908315,Adirondack Foot Clinic,Medical clinic,"136 Broadway Ste 3, Saranac Lake, NY 12983",,,False,0.0,False,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Adirondack Foot Clinic at 136 Broadway Ste 3, Saranac Lake, NY 12983. The returned category is Medical clinic, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.google.com/maps?cid=6437658541692908315,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:a5703f448d5d8e2a,SaranacLake_NY_S,competition_unit:clinic:a5703f448d5d8e2a,"Moncrief & McLean Land Surveyors, P.C.","79 Pontiac St, Saranac Lake, NY 12983",12983.0,1,1,0,google:cid:4429999725060765189,"Moncrief & McLean Land Surveyors, P.C.",Land surveyor,"79 Pontiac St, Saranac Lake, NY 12983",https://www.newyorkdronesurvey.com/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Moncrief & McLean Land Surveyors, P.C. at 79 Pontiac St, Saranac Lake, NY 12983. The returned category is Land surveyor, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.newyorkdronesurvey.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:c1d2355a28051f48,SaranacLake_NY_S,competition_unit:clinic:c1d2355a28051f48,Planned Parenthood - Saranac Lake Clinic,"41 St Bernard St, Saranac Lake, NY 12983",12983.0,1,1,0,google:cid:1344001124106575419,Planned Parenthood - Saranac Lake Clinic,Family planning center,"41 St Bernard St, Saranac Lake, NY 12983",https://www.plannedparenthood.org/health-center/new-york/saranac-lake/12983/saranac-lake-clinic-3428-91210?utm_campaign=saranac-lake-clinic&utm_medium=organic&utm_source=local-listing,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Planned Parenthood - Saranac Lake Clinic at 41 St Bernard St, Saranac Lake, NY 12983. The returned category is Family planning center, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.plannedparenthood.org/health-center/new-york/saranac-lake/12983/saranac-lake-clinic-3428-91210?utm_campaign=saranac-lake-clinic&utm_medium=organic&utm_source=local-listing,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:7c654f1e4b2a41d1,SaranacLake_NY_S,competition_unit:clinic:7c654f1e4b2a41d1,Saranac Lake Family Health,"2249 NY-86, Saranac Lake, NY 12983",12983.0,1,1,0,google:cid:7841007499551209884,Saranac Lake Family Health,Medical Center,"2249 NY-86, Saranac Lake, NY 12983",https://www.hhhn.org/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Saranac Lake Family Health at 2249 NY-86, Saranac Lake, NY 12983. The returned category is Medical Center, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.hhhn.org/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:address:c12963862a67803a,SaranacLake_NY_S,competition_unit:address:c12963862a67803a,Saranac Lake Health Center - Adirondack Health,"285 Old Lake Colby Rd, Saranac Lake, NY 12983",12983.0,1,1,0,google:cid:17340281076683220594,Saranac Lake Health Center - Adirondack Health,Medical clinic,"285 Old Lake Colby Rd, Saranac Lake, NY 12983",https://adirondackhealth.org/locations/saranac-lake-health-center/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Saranac Lake Health Center - Adirondack Health at 285 Old Lake Colby Rd, Saranac Lake, NY 12983. The returned category is Medical clinic, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://adirondackhealth.org/locations/saranac-lake-health-center/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:b8aca166132a7c76,SaranacLake_NY_S,competition_unit:clinic:b8aca166132a7c76,"Surgical Eye Care, PLLC","86 Main St, Saranac Lake, NY 12983",12983.0,1,1,0,google:cid:12678815260927864579,"Surgical Eye Care, PLLC",Ophthalmology clinic,"86 Main St, Saranac Lake, NY 12983",,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Surgical Eye Care, PLLC at 86 Main St, Saranac Lake, NY 12983. The returned category is Ophthalmology clinic, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.google.com/maps?cid=12678815260927864579,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:230d3027668cdd45,SaranacLake_NY_S,competition_unit:clinic:230d3027668cdd45,Women's Health Center,"2249 NY-86 #4, Saranac Lake, NY 12983",12983.0,1,1,0,google:cid:1068278382712738648,Women's Health Center,Women's health clinic,"2249 NY-86 #4, Saranac Lake, NY 12983",https://www.adirondackhealth.org/services-conditions/womens-health,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Women's Health Center at 2249 NY-86 #4, Saranac Lake, NY 12983. The returned category is Women's health clinic, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.adirondackhealth.org/services-conditions/womens-health,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:9498ef0299679a63,Toccoa_GA_S,competition_unit:clinic:9498ef0299679a63,Clinic Pharmacy,"58 Big A Rd #101, Toccoa, GA 30577",30577.0,3,1,0,google:cid:8208346912076433825,Clinic Pharmacy,Pharmacy,"58 Big A Rd #101, Toccoa, GA 30577",https://www.mygnp.com/pharmacies/clinic-pharmacy-toccoa-ga-30577/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1141441,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Clinic Pharmacy at 58 Big A Rd #101, Toccoa, GA 30577. The returned category is Pharmacy, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.mygnp.com/pharmacies/clinic-pharmacy-toccoa-ga-30577/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1141441,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:0eef484b441b90e1,Toccoa_GA_S,competition_unit:clinic:0eef484b441b90e1,Family Eye Care of Toccoa,"1399 Big A Rd, Toccoa, GA 30577",30577.0,1,1,0,google:cid:12174156559484437964,Family Eye Care of Toccoa,Optometrist,"1399 Big A Rd, Toccoa, GA 30577",http://www.familyeyecareoftoccoa.com/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Family Eye Care of Toccoa at 1399 Big A Rd, Toccoa, GA 30577. The returned category is Optometrist, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",http://www.familyeyecareoftoccoa.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:address:32ecea46d04716b2,Toccoa_GA_S,competition_unit:address:32ecea46d04716b2,Stephens County Hospital,"163 Hospital Dr, Toccoa, GA 30577",30577.0,1,1,0,google:cid:9595082855414107546,Stephens County Hospital,General hospital,"163 Hospital Dr, Toccoa, GA 30577",http://www.stephenscountyhospital.com/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Stephens County Hospital at 163 Hospital Dr, Toccoa, GA 30577. The returned category is General hospital, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",http://www.stephenscountyhospital.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:6bf76b6b8d701aad,Vidalia_GA_S,competition_unit:clinic:6bf76b6b8d701aad,Altamaha Animal Clinic,"300 Commerce Way, Vidalia, GA 30474",30474.0,1,1,0,google:cid:15607880369370126055,Altamaha Animal Clinic,Animal hospital,"300 Commerce Way, Vidalia, GA 30474",http://altamahaanimalclinic.com/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Altamaha Animal Clinic at 300 Commerce Way, Vidalia, GA 30474. The returned category is Animal hospital, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",http://altamahaanimalclinic.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:9352ae625216a7fb,Vidalia_GA_S,competition_unit:clinic:9352ae625216a7fb,Claudio Dental Laboratory,"206 E 3rd St, Vidalia, GA 30474",30474.0,2,0,0,google:cid:470667012213382435,Vidalia Smiles Dental Lab.,Dental laboratory,"301 Madison St, Vidalia, GA 30474",,,False,819.054,False,False,False,0.56,False,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,The historical title and saved Maps evidence identify a dental laboratory. The frozen category rule excludes Dental laboratory as an auxiliary dental business rather than a patient-facing dentist clinic.,https://dentalcentervidalia.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
