profile_key,completion_sequence,market,title,address,observed_sources,observed_categories,source_phone,source_domain,official_site_url,exact_google_profile_url,exact_title_address_search_url,organization_key,evidence_route,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
google:cid:374081400048267317,50,Atlanta_GA_L,Whitefoord Health Center,"1401 Hosea L Williams Dr NE, Atlanta, GA 30317",business_listings,Medical clinic,+1404-373-6614,whitefoord.org,http://whitefoord.org/,https://www.google.com/maps?cid=374081400048267317,https://www.google.com/search?q=%22Whitefoord+Health+Center%22+%221401+Hosea+L+Williams+Dr+NE%2C+Atlanta%2C+GA+30317%22+dental,whitefoord.org,official_site_and_exact_profile,include_dental_provider,Official Whitefoord dental page identifies patient dental services and the Whitefoord Health Center at 1401 Hosea L. Williams Drive.,https://www.whitefoord.org/dental/,Codex-assisted official-site audit,2026-09-25
google:cid:11970192833599671661,51,Atlanta_GA_L,Fellowship For Christian,"2100 Riveredge Pkwy, Atlanta, GA 30328",business_listings,Religious organization,+1770-955-1512,www.fcaoutdoors.com,http://www.fcaoutdoors.com/,https://www.google.com/maps?cid=11970192833599671661,https://www.google.com/search?q=%22Fellowship+For+Christian%22+%222100+Riveredge+Pkwy%2C+Atlanta%2C+GA+30328%22+dental,www.fcaoutdoors.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Religious organization, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=11970192833599671661,Codex-assisted exact-profile audit,2026-09-25
google:cid:13898945642818331032,52,Atlanta_GA_L,Grady Health System,"80 Jesse Hill Jr Dr SE, Atlanta, GA 30303",maps_core,Hospital,+1404-616-1000,www.gradyhealth.org,https://www.gradyhealth.org/?utm_source=gmb&utm_medium=organic&utm_campaign=sitelink&utm_id=grady,https://www.google.com/maps?cid=13898945642818331032,https://www.google.com/search?q=%22Grady+Health+System%22+%2280+Jesse+Hill+Jr+Dr+SE%2C+Atlanta%2C+GA+30303%22+dental,www.gradyhealth.org,official_site_and_exact_profile,exclude_non_dentist_category,"The exact Google profile is the general Grady hospital profile, not a dental-specific patient profile; its ratings cannot be attributed to dental care under the frozen study taxonomy.",https://www.google.com/maps?cid=13898945642818331032,Codex-assisted exact-profile audit,2026-09-25
google:cid:2869506919639306180,53,Atlanta_GA_L,Sleep Better Georgia,"1719 Mt Vernon Rd, Dunwoody, GA 30338",business_listings,Sleep clinic,+1770-626-5652,www.sleepdunwoody.com,https://www.sleepdunwoody.com/?utm_source=google&utm_medium=organic&utm_campaign=gbpDunwoody,https://www.google.com/maps?cid=2869506919639306180,https://www.google.com/search?q=%22Sleep+Better+Georgia%22+%221719+Mt+Vernon+Rd%2C+Dunwoody%2C+GA+30338%22+dental,www.sleepdunwoody.com,official_site_and_exact_profile,include_dental_provider,Official Sleep Better Georgia evidence identifies a dental sleep-medicine practice providing dentist-delivered oral-appliance therapy at 1719 Mount Vernon Road.,https://www.sleepdunwoody.com/,Codex-assisted exact-profile audit,2026-09-25
google:cid:16197116083296152898,54,Atlanta_GA_L,"Whitefoord, Inc.","35 Whitefoord Ave SE, Atlanta, GA 30317",business_listings,Medical clinic,+1404-373-6614,www.whitefoord.org,http://www.whitefoord.org/,https://www.google.com/maps?cid=16197116083296152898,https://www.google.com/search?q=%22Whitefoord%2C+Inc.%22+%2235+Whitefoord+Ave+SE%2C+Atlanta%2C+GA+30317%22+dental,www.whitefoord.org,official_site_and_exact_profile,exclude_non_dentist_category,Official Whitefoord evidence identifies 35 Whitefoord Avenue as the Early Learning Academy; patient dental care is provided at the separate 1401 Hosea L. Williams Drive health center.,https://www.whitefoord.org/dental/,Codex-assisted official-site audit,2026-09-25
google:cid:17592610386023037987,55,Augusta_GA_L,Druid Park Community Health Center,"1018 Druid Park Ave, Augusta, GA 30904",maps_core,Medical clinic,+1706-738-0455,mirmakmin.com,https://mirmakmin.com/,https://www.google.com/maps?cid=17592610386023037987,https://www.google.com/search?q=%22Druid+Park+Community+Health+Center%22+%221018+Druid+Park+Ave%2C+Augusta%2C+GA+30904%22+dental,mirmakmin.com,official_site_and_exact_profile,exclude_non_dentist_category,"Official Miracle Making Ministries evidence places the dental center at 1127 Druid Park Avenue, one block from the separate medical-clinic profile at 1018 Druid Park Avenue.",https://mirmakmin.com/dental-outreach/,Codex-assisted exact-profile audit,2026-09-25
google:cid:15876635400132913439,56,Augusta_GA_L,Christ Community Health Peach Orchard,"2604 Peach Orchard Rd #200, Augusta, GA 30906",maps_core,Medical clinic,+1706-396-1493,www.cchsaugusta.org,https://www.cchsaugusta.org/,https://www.google.com/maps?cid=15876635400132913439,https://www.google.com/search?q=%22Christ+Community+Health+Peach+Orchard%22+%222604+Peach+Orchard+Rd+%23200%2C+Augusta%2C+GA+30906%22+dental,www.cchsaugusta.org,official_site_and_exact_profile,include_dental_provider,Official Christ Community dental and location pages identify dental health services and the Peach Orchard site at 2604 Peach Orchard Road.,https://www.cchsaugusta.org/dental-health/,Codex-assisted official-site audit,2026-09-25
google:cid:17955257316026171728,57,Buffalo_NY_L,"Buffalo Family Chiropractic Wellness, P.C.","369 Delaware Ave, Buffalo, NY 14202",maps_core,Chiropractor,+1716-854-1563,livewellbuffalo.com,https://livewellbuffalo.com/,https://www.google.com/maps?cid=17955257316026171728,https://www.google.com/search?q=%22Buffalo+Family+Chiropractic+Wellness%2C+P.C.%22+%22369+Delaware+Ave%2C+Buffalo%2C+NY+14202%22+dental,livewellbuffalo.com,official_site_and_exact_profile,exclude_non_dentist_category,"The exact profile and official site identify a chiropractic practice, not a patient-facing dental provider under the frozen study taxonomy.",https://livewellbuffalo.com/,Codex-assisted exact-profile audit,2026-09-25
google:cid:7759169902728672012,58,Buffalo_NY_L,CurlyJanes Crystal Rose,"21 Leroy Ave, Buffalo, NY 14214",business_listings,Herbalist,,www.curlyjanes.com,http://www.curlyjanes.com/,https://www.google.com/maps?cid=7759169902728672012,https://www.google.com/search?q=%22CurlyJanes+Crystal+Rose%22+%2221+Leroy+Ave%2C+Buffalo%2C+NY+14214%22+dental,www.curlyjanes.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Herbalist, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=7759169902728672012,Codex-assisted exact-profile audit,2026-09-25
google:cid:9656432255286679171,59,Buffalo_NY_L,ECMC Health Campus,"462 Grider St, Buffalo, NY 14215",maps_core|maps_specialist,Medical Center,+1716-898-3000,www.ecmc.edu,http://www.ecmc.edu/,https://www.google.com/maps?cid=9656432255286679171,https://www.google.com/search?q=%22ECMC+Health+Campus%22+%22462+Grider+St%2C+Buffalo%2C+NY+14215%22+dental,www.ecmc.edu,official_site_and_exact_profile,exclude_non_dentist_category,"The exact Google profile is the general ECMC Health Campus profile covering multiple hospital services, not a dental-specific patient profile whose ratings can be attributed to dental care.",https://www.google.com/maps?cid=9656432255286679171,Codex-assisted exact-profile audit,2026-09-25
google:cid:13718650259631278177,60,Buffalo_NY_L,Aesthetic Associates Centre,"2500 Kensington Ave, Amherst, NY 14226",business_listings,Plastic surgery clinic,+1716-839-1700,www.gr8look.com,https://www.gr8look.com/,https://www.google.com/maps?cid=13718650259631278177,https://www.google.com/search?q=%22Aesthetic+Associates+Centre%22+%222500+Kensington+Ave%2C+Amherst%2C+NY+14226%22+dental,www.gr8look.com,official_site_and_exact_profile,include_dental_provider,"Official practice evidence identifies cosmetic dentistry, dentists, dental hygienists, and mini dental implants at 2500 Kensington Avenue.",https://www.gr8look.com/,Codex-assisted exact-profile audit,2026-09-25
google:cid:6809714559291597152,61,Buffalo_NY_L,Jericho Road Community Health Center at Buffalo City Mission,"100 E Tupper St, Buffalo, NY 14203",maps_core,Community health center,+1716-919-6870,www.jrchc.org,http://www.jrchc.org/,https://www.google.com/maps?cid=6809714559291597152,https://www.google.com/search?q=%22Jericho+Road+Community+Health+Center+at+Buffalo+City+Mission%22+%22100+E+Tupper+St%2C+Buffalo%2C+NY+14203%22+dental,www.jrchc.org,official_site_and_exact_profile,exclude_non_dentist_category,"Official Jericho Road location evidence lists the Buffalo City Mission community-health site separately from Jericho Road Family Dental, so the exact profile is not dental-specific.",https://www.jrchc.org/contact/,Codex-assisted exact-profile audit,2026-09-25
google:cid:13263697866949406865,62,Buffalo_NY_L,Richards and Jurusik Immigration Lawyers,"5 Niagara Square, Buffalo, NY 14202",maps_core,Immigration attorney,+1716-970-4007,www.rjimmigrationlaw.com,https://www.rjimmigrationlaw.com/,https://www.google.com/maps?cid=13263697866949406865,https://www.google.com/search?q=%22Richards+and+Jurusik+Immigration+Lawyers%22+%225+Niagara+Square%2C+Buffalo%2C+NY+14202%22+dental,www.rjimmigrationlaw.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Immigration attorney, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=13263697866949406865,Codex-assisted exact-profile audit,2026-09-25
google:cid:18370073229225808885,63,Buffalo_NY_L,Struggle Compound,"1841 Seneca St, Buffalo, NY 14210",business_listings,Clothing store,+1716-931-5046,www.thecompound716.com,https://www.thecompound716.com/,https://www.google.com/maps?cid=18370073229225808885,https://www.google.com/search?q=%22Struggle+Compound%22+%221841+Seneca+St%2C+Buffalo%2C+NY+14210%22+dental,www.thecompound716.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Clothing store, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=18370073229225808885,Codex-assisted exact-profile audit,2026-09-25
google:cid:12163677498635139494,64,Eureka_CA_S,Open door clinic,"3rd St, Eureka, CA 95501",maps_core,Medical clinic,+1707-443-4666,opendoorhealth.com,https://opendoorhealth.com/,https://www.google.com/maps?cid=12163677498635139494,https://www.google.com/search?q=%22Open+door+clinic%22+%223rd+St%2C+Eureka%2C+CA+95501%22+dental,opendoorhealth.com,official_site_and_exact_profile,exclude_non_dentist_category,The exact profile is a medical-clinic record on Third Street; official evidence does not establish patient dental services at this exact profile and address.,https://opendoorhealth.com/,Codex-assisted exact-profile audit,2026-09-25
google:cid:10342098488761581509,65,Eureka_CA_S,Pure Makeup Studio & Med Spa,"522 F St, Eureka, CA 95501",maps_core,Make-up artist,+1707-442-9200,puremakeupstore.com,http://puremakeupstore.com/,https://www.google.com/maps?cid=10342098488761581509,https://www.google.com/search?q=%22Pure+Makeup+Studio+%26+Med+Spa%22+%22522+F+St%2C+Eureka%2C+CA+95501%22+dental,puremakeupstore.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Make-up artist, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=10342098488761581509,Codex-assisted exact-profile audit,2026-09-25
google:cid:5485192789650701152,66,Eureka_CA_S,Eureka Health Center- United Indian Health Services,"2505 Lucas St Ste a, Eureka, CA 95501",maps_core,Medical clinic,+1707-442-0380,unitedindianhealthservices.org,http://unitedindianhealthservices.org/,https://www.google.com/maps?cid=5485192789650701152,https://www.google.com/search?q=%22Eureka+Health+Center-+United+Indian+Health+Services%22+%222505+Lucas+St+Ste+a%2C+Eureka%2C+CA+95501%22+dental,unitedindianhealthservices.org,official_site_and_exact_profile,include_dental_provider,Official United Indian Health Services evidence identifies dental services at 2505 Lucas Street.,https://unitedindianhealthservices.org/medical/,Codex-assisted official-site audit,2026-09-25
google:cid:13043699129127900103,67,Eureka_CA_S,United Indian Health Services - Downtown Eureka,"434 7th St, Eureka, CA 95501",maps_core,Public health department,+1707-296-2500,unitedindianhealthservices.org,https://unitedindianhealthservices.org/,https://www.google.com/maps?cid=13043699129127900103,https://www.google.com/search?q=%22United+Indian+Health+Services+-+Downtown+Eureka%22+%22434+7th+St%2C+Eureka%2C+CA+95501%22+dental,unitedindianhealthservices.org,official_site_and_exact_profile,exclude_non_dentist_category,"Official UIHS location evidence lists medical, behavioral-health, and vision services at 434 Seventh Street; dental care is provided at a separate clinic address.",https://unitedindianhealthservices.org/locations/jaroujiji/,Codex-assisted exact-profile audit,2026-09-25
google:cid:1858770223063797444,68,Eureka_CA_S,North Coast Clinics Network,"1036 5th St Ste c, Eureka, CA 95501",maps_core,Business administration service,+1707-444-6226,www.northcoastclinics.org,http://www.northcoastclinics.org/,https://www.google.com/maps?cid=1858770223063797444,https://www.google.com/search?q=%22North+Coast+Clinics+Network%22+%221036+5th+St+Ste+c%2C+Eureka%2C+CA+95501%22+dental,www.northcoastclinics.org,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Business administration service, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=1858770223063797444,Codex-assisted exact-profile audit,2026-09-25
google:cid:7161334439902583112,69,Eureka_CA_S,Partnership Healthplan Of California,"1036 5th St, Eureka, CA 95501",maps_core,Government office,+1800-863-4155,www.partnershiphp.org,http://www.partnershiphp.org/,https://www.google.com/maps?cid=7161334439902583112,https://www.google.com/search?q=%22Partnership+Healthplan+Of+California%22+%221036+5th+St%2C+Eureka%2C+CA+95501%22+dental,www.partnershiphp.org,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Government office, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=7161334439902583112,Codex-assisted exact-profile audit,2026-09-25
google:cid:14917014621510948541,70,FortBragg_CA_S,"Mendocino Coast Clinics, Inc","205 South St, Fort Bragg, CA 95437",maps_core|maps_specialist,Medical clinic,+1707-964-1251,mendocinocoastclinics.org,http://mendocinocoastclinics.org/,https://www.google.com/maps?cid=14917014621510948541,https://www.google.com/search?q=%22Mendocino+Coast+Clinics%2C+Inc%22+%22205+South+St%2C+Fort+Bragg%2C+CA+95437%22+dental,mendocinocoastclinics.org,official_site_and_exact_profile,include_dental_provider,Official Mendocino Coast Clinics evidence identifies medical and dental patient services and places the clinic at 205 South Street.,https://mendocinocoastclinics.org/,Codex-assisted exact-profile audit,2026-09-25
google:cid:3097706296214713699,71,FortBragg_CA_S,"Lynette Kline, OD","510 Cypress St # A, Fort Bragg, CA 95437",maps_core,Optometrist,+1707-961-1037,www.lynetteklineod.com,http://www.lynetteklineod.com/,https://www.google.com/maps?cid=3097706296214713699,https://www.google.com/search?q=%22Lynette+Kline%2C+OD%22+%22510+Cypress+St+%23+A%2C+Fort+Bragg%2C+CA+95437%22+dental,www.lynetteklineod.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Optometrist, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=3097706296214713699,Codex-assisted exact-profile audit,2026-09-25
google:cid:17036417683359244779,72,FortBragg_CA_S,"J. Kyle Smith, OD","450 N McPherson St, Fort Bragg, CA 95437",maps_core,Optometrist,+1707-964-5927,www.mendocinocoasteyecare.com,http://www.mendocinocoasteyecare.com/,https://www.google.com/maps?cid=17036417683359244779,https://www.google.com/search?q=%22J.+Kyle+Smith%2C+OD%22+%22450+N+McPherson+St%2C+Fort+Bragg%2C+CA+95437%22+dental,www.mendocinocoasteyecare.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Optometrist, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=17036417683359244779,Codex-assisted exact-profile audit,2026-09-25
google:cid:14327273828255401603,73,LA_CA_L,Comprehensive Community Health Centers - CCHC Glendale,"801 S Chevy Chase Dr #250, Glendale, CA 91205",business_listings,Medical clinic,+1818-265-2264,cchccenters.org,https://cchccenters.org/,https://www.google.com/maps?cid=14327273828255401603,https://www.google.com/search?q=%22Comprehensive+Community+Health+Centers+-+CCHC+Glendale%22+%22801+S+Chevy+Chase+Dr+%23250%2C+Glendale%2C+CA+91205%22+dental,cchccenters.org,official_site_and_exact_profile,include_dental_provider,"Official CCHC location evidence lists dental services, a dental phone number, and dental hours at 801 South Chevy Chase Drive, Suite 250.",https://cchccenters.org/services/,Codex-assisted exact-profile audit,2026-09-25
google:cid:856027905363852558,74,LA_CA_L,Comprehensive Community Health Centers - Eagle Rock,"1704 Colorado Blvd, Los Angeles, CA 90041",business_listings,Non-profit organization,+1323-256-4116,cchccenters.org,https://cchccenters.org/,https://www.google.com/maps?cid=856027905363852558,https://www.google.com/search?q=%22Comprehensive+Community+Health+Centers+-+Eagle+Rock%22+%221704+Colorado+Blvd%2C+Los+Angeles%2C+CA+90041%22+dental,cchccenters.org,official_site_and_exact_profile,include_dental_provider,"Official CCHC location evidence lists dental services, a dental phone number, and dental hours at 1704 Colorado Boulevard.",https://cchccenters.org/services/,Codex-assisted exact-profile audit,2026-09-25
google:cid:2520457688506967269,75,LA_CA_L,Comprehensive Health Care,"3540 Wilshire Blvd #715, Los Angeles, CA 90010",business_listings,Home health care service,+1213-389-4876,comphc.org,https://comphc.org/,https://www.google.com/maps?cid=2520457688506967269,https://www.google.com/search?q=%22Comprehensive+Health+Care%22+%223540+Wilshire+Blvd+%23715%2C+Los+Angeles%2C+CA+90010%22+dental,comphc.org,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Home health care service, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=2520457688506967269,Codex-assisted exact-profile audit,2026-09-25
google:cid:13376749074934566412,76,LA_CA_L,Dent X Imaging Center,"1323 N San Fernando Blvd, Burbank, CA 91504",business_listings,X-ray lab,+1818-239-5333,dentximaging.com,https://dentximaging.com/,https://www.google.com/maps?cid=13376749074934566412,https://www.google.com/search?q=%22Dent+X+Imaging+Center%22+%221323+N+San+Fernando+Blvd%2C+Burbank%2C+CA+91504%22+dental,dentximaging.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify X-ray lab, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=13376749074934566412,Codex-assisted exact-profile audit,2026-09-25
google:cid:3440383556425355901,77,LA_CA_L,ROADS Community Clinic - East Long Beach,"4800 E Los Coyotes Diagonal, Long Beach, CA 90815",business_listings,Medical clinic,+1562-506-1313,roadsfoundation.org,https://roadsfoundation.org/,https://www.google.com/maps?cid=3440383556425355901,https://www.google.com/search?q=%22ROADS+Community+Clinic+-+East+Long+Beach%22+%224800+E+Los+Coyotes+Diagonal%2C+Long+Beach%2C+CA+90815%22+dental,roadsfoundation.org,official_site_and_exact_profile,,,,,
google:cid:16921693145374816641,78,LA_CA_L,St. John’s Community Health Warner Traynham Clinic,"326 W 23rd St, Los Angeles, CA 90007",business_listings,Medical clinic,+1323-541-1411,sjch.org,https://sjch.org/,https://www.google.com/maps?cid=16921693145374816641,https://www.google.com/search?q=%22St.+John%E2%80%99s+Community+Health+Warner+Traynham+Clinic%22+%22326+W+23rd+St%2C+Los+Angeles%2C+CA+90007%22+dental,sjch.org,official_site_and_exact_profile,,,,,
google:cid:16710840398733596569,79,LA_CA_L,Stepanyan Surgical Arts Center,"1500 E Chevy Chase Dr #430, Glendale, CA 91206",business_listings,Plastic surgeon,+1818-551-0088,stepanyansurgical.com,https://stepanyansurgical.com/,https://www.google.com/maps?cid=16710840398733596569,https://www.google.com/search?q=%22Stepanyan+Surgical+Arts+Center%22+%221500+E+Chevy+Chase+Dr+%23430%2C+Glendale%2C+CA+91206%22+dental,stepanyansurgical.com,official_site_and_exact_profile,,,,,
google:cid:5424899260031512217,80,LA_CA_L,Unicare Community Health Center - Los Angeles,"741 S Alvarado St, Los Angeles, CA 90057",business_listings,Medical clinic,+1213-413-6666,unicarechc.org,https://unicarechc.org/,https://www.google.com/maps?cid=5424899260031512217,https://www.google.com/search?q=%22Unicare+Community+Health+Center+-+Los+Angeles%22+%22741+S+Alvarado+St%2C+Los+Angeles%2C+CA+90057%22+dental,unicarechc.org,official_site_and_exact_profile,,,,,
google:cid:4203108899044058271,81,LA_CA_L,Uniformland,"23360 Valencia Blvd Ste G, Valencia, CA 91355",business_listings,Uniform store,+1661-255-2033,uniform.land,http://uniform.land/,https://www.google.com/maps?cid=4203108899044058271,https://www.google.com/search?q=%22Uniformland%22+%2223360+Valencia+Blvd+Ste+G%2C+Valencia%2C+CA+91355%22+dental,uniform.land,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Uniform store, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=4203108899044058271,Codex-assisted exact-profile audit,2026-09-25
google:cid:685936001646178210,82,LA_CA_L,Valley Community Healthcare,"6801 Coldwater Canyon Ave, North Hollywood, CA 91605",business_listings,Medical clinic,+1818-763-8836,valleycommunityhealthcare.org,https://valleycommunityhealthcare.org/,https://www.google.com/maps?cid=685936001646178210,https://www.google.com/search?q=%22Valley+Community+Healthcare%22+%226801+Coldwater+Canyon+Ave%2C+North+Hollywood%2C+CA+91605%22+dental,valleycommunityhealthcare.org,official_site_and_exact_profile,,,,,
