profile_audit_sequence,decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on,category_group_id,category_rule_pattern,category_rule_reasons,unknown_categories,dental_title_signals,nondental_title_signals,category_nonprovider_signals,suggested_manual_decision,review_tier,suggestion_basis,automatic_final_decision_applied,source_phone,source_domain,source_website_url,source_votes_count,source_latitude,source_longitude,verified_decision_applied,direct_profile_evidence_url,existing_evidence_route,normalized_source_domain,review_block_id,review_block_basis,row_review_note,audit_unit_profile_count,evidence_route,audit_priority,profile_search_query,profile_search_url,official_site_search_query,official_site_search_url,audit_rule
47,profile:LA_CA_L:google:cid:17977013904022740629,LA_CA_L,google:cid:17977013904022740629,To Help Everyone - Western Health Center,"3834 S Western Ave, Los Angeles, CA 90062",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1323-730-1920,www.tohelpeveryone.org,https://www.tohelpeveryone.org/,96.0,34.0161799,-118.3085939,False,https://www.google.com/maps?cid=17977013904022740629,website_then_google_profile,www.tohelpeveryone.org,eligibility_review_block:4f16c30f833763cd,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",3,shared_domain_block,1,"""To Help Everyone - Western Health Center"" ""3834 S Western Ave, Los Angeles, CA 90062"" ""+1323-730-1920"" dentist dental patients",https://www.google.com/search?q=%22To+Help+Everyone+-+Western+Health+Center%22+%223834+S+Western+Ave%2C+Los+Angeles%2C+CA+90062%22+%22%2B1323-730-1920%22+dentist+dental+patients,"site:www.tohelpeveryone.org ""To Help Everyone - Western Health Center"" dental dentist patients",https://www.google.com/search?q=site%3Awww.tohelpeveryone.org+%22To+Help+Everyone+-+Western+Health+Center%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
48,profile:NYC_NY_L:google:cid:10390034255530110063,NYC_NY_L,google:cid:10390034255530110063,Union Community Health Center - (188th St.),"260 E 188th St, Bronx, NY 10458",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-220-2020,www.uchcbronx.org,http://www.uchcbronx.org/,196.0,40.8606063,-73.8960238,False,https://www.google.com/maps?cid=10390034255530110063,website_then_google_profile,www.uchcbronx.org,eligibility_review_block:ed13c66e70f61ed4,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",2,shared_domain_block,1,"""Union Community Health Center - (188th St.)"" ""260 E 188th St, Bronx, NY 10458"" ""+1718-220-2020"" dentist dental patients",https://www.google.com/search?q=%22Union+Community+Health+Center+-+%28188th+St.%29%22+%22260+E+188th+St%2C+Bronx%2C+NY+10458%22+%22%2B1718-220-2020%22+dentist+dental+patients,"site:www.uchcbronx.org ""Union Community Health Center - (188th St.)"" dental dentist patients",https://www.google.com/search?q=site%3Awww.uchcbronx.org+%22Union+Community+Health+Center+-+%28188th+St.%29%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
49,profile:NYC_NY_L:google:cid:4935697797244785263,NYC_NY_L,google:cid:4935697797244785263,Union Community Health Center - (2021 Grand Concourse),"2021 Grand Concourse, Bronx, NY 10453",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-220-2020,www.uchcbronx.org,http://www.uchcbronx.org/,119.0,40.8519806,-73.90454199999999,False,https://www.google.com/maps?cid=4935697797244785263,website_then_google_profile,www.uchcbronx.org,eligibility_review_block:ed13c66e70f61ed4,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",2,shared_domain_block,1,"""Union Community Health Center - (2021 Grand Concourse)"" ""2021 Grand Concourse, Bronx, NY 10453"" ""+1718-220-2020"" dentist dental patients",https://www.google.com/search?q=%22Union+Community+Health+Center+-+%282021+Grand+Concourse%29%22+%222021+Grand+Concourse%2C+Bronx%2C+NY+10453%22+%22%2B1718-220-2020%22+dentist+dental+patients,"site:www.uchcbronx.org ""Union Community Health Center - (2021 Grand Concourse)"" dental dentist patients",https://www.google.com/search?q=site%3Awww.uchcbronx.org+%22Union+Community+Health+Center+-+%282021+Grand+Concourse%29%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
50,profile:NYC_NY_L:google:cid:7177437249452483103,NYC_NY_L,google:cid:7177437249452483103,Advanced Medical & Dental,"147-12 Rockaway Blvd, Jamaica, NY 11436",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,dental,medical,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-732-7744,advancedmedicalanddental.com,http://advancedmedicalanddental.com/,28.0,40.6731547,-73.7903668,False,https://www.google.com/maps?cid=7177437249452483103,website_then_google_profile,advancedmedicalanddental.com,eligibility_review_block:c970ac4ff488624c,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Advanced Medical & Dental"" ""147-12 Rockaway Blvd, Jamaica, NY 11436"" ""+1718-732-7744"" dentist dental patients",https://www.google.com/search?q=%22Advanced+Medical+%26+Dental%22+%22147-12+Rockaway+Blvd%2C+Jamaica%2C+NY+11436%22+%22%2B1718-732-7744%22+dentist+dental+patients,"site:advancedmedicalanddental.com ""Advanced Medical & Dental"" dental dentist patients",https://www.google.com/search?q=site%3Aadvancedmedicalanddental.com+%22Advanced+Medical+%26+Dental%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
51,profile:Macon_GA_M:google:cid:920815215444172769,Macon_GA_M,google:cid:920815215444172769,"Bibb Family Practice Associates, PC","721 Riverside Dr Ln, Macon, GA 31201",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1478-259-3439,bibbfamilypractice.com,http://bibbfamilypractice.com/,11.0,32.8414236,-83.6281958,False,https://www.google.com/maps?cid=920815215444172769,website_then_google_profile,bibbfamilypractice.com,eligibility_review_block:049945e26140b61e,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Bibb Family Practice Associates, PC"" ""721 Riverside Dr Ln, Macon, GA 31201"" ""+1478-259-3439"" dentist dental patients",https://www.google.com/search?q=%22Bibb+Family+Practice+Associates%2C+PC%22+%22721+Riverside+Dr+Ln%2C+Macon%2C+GA+31201%22+%22%2B1478-259-3439%22+dentist+dental+patients,"site:bibbfamilypractice.com ""Bibb Family Practice Associates, PC"" dental dentist patients",https://www.google.com/search?q=site%3Abibbfamilypractice.com+%22Bibb+Family+Practice+Associates%2C+PC%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
52,profile:LA_CA_L:google:cid:14327273828255401603,LA_CA_L,google:cid:14327273828255401603,Comprehensive Community Health Centers - CCHC Glendale,"801 S Chevy Chase Dr #250, Glendale, CA 91205",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1818-265-2264,cchccenters.org,https://cchccenters.org/,520.0,34.1366539,-118.2402801,False,https://www.google.com/maps?cid=14327273828255401603,website_then_google_profile,cchccenters.org,eligibility_review_block:827d8844f8496075,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Comprehensive Community Health Centers - CCHC Glendale"" ""801 S Chevy Chase Dr #250, Glendale, CA 91205"" ""+1818-265-2264"" dentist dental patients",https://www.google.com/search?q=%22Comprehensive+Community+Health+Centers+-+CCHC+Glendale%22+%22801+S+Chevy+Chase+Dr+%23250%2C+Glendale%2C+CA+91205%22+%22%2B1818-265-2264%22+dentist+dental+patients,"site:cchccenters.org ""Comprehensive Community Health Centers - CCHC Glendale"" dental dentist patients",https://www.google.com/search?q=site%3Acchccenters.org+%22Comprehensive+Community+Health+Centers+-+CCHC+Glendale%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
53,profile:LA_CA_L:google:cid:856027905363852558,LA_CA_L,google:cid:856027905363852558,Comprehensive Community Health Centers - Eagle Rock,"1704 Colorado Blvd, Los Angeles, CA 90041",business_listings,Non-profit organization,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:284d9dbfa1c169a1,unknown,,Non-profit organization,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1323-256-4116,cchccenters.org,https://cchccenters.org/,289.0,34.1391136,-118.2039119,False,https://www.google.com/maps?cid=856027905363852558,website_then_google_profile,cchccenters.org,eligibility_review_block:5c3e369f37db6a5b,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Comprehensive Community Health Centers - Eagle Rock"" ""1704 Colorado Blvd, Los Angeles, CA 90041"" ""+1323-256-4116"" dentist dental patients",https://www.google.com/search?q=%22Comprehensive+Community+Health+Centers+-+Eagle+Rock%22+%221704+Colorado+Blvd%2C+Los+Angeles%2C+CA+90041%22+%22%2B1323-256-4116%22+dentist+dental+patients,"site:cchccenters.org ""Comprehensive Community Health Centers - Eagle Rock"" dental dentist patients",https://www.google.com/search?q=site%3Acchccenters.org+%22Comprehensive+Community+Health+Centers+-+Eagle+Rock%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
54,profile:NYC_NY_L:google:cid:16296289560891316346,NYC_NY_L,google:cid:16296289560891316346,CEC Health Care - Glen Cove,"113 Glen Cove Ave, Glen Cove, NY 11542",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1516-622-8888,charlesevanscenter.org,http://charlesevanscenter.org/,22.0,40.8572377,-73.6345826,False,https://www.google.com/maps?cid=16296289560891316346,website_then_google_profile,charlesevanscenter.org,eligibility_review_block:a54d0e1d436c0292,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""CEC Health Care - Glen Cove"" ""113 Glen Cove Ave, Glen Cove, NY 11542"" ""+1516-622-8888"" dentist dental patients",https://www.google.com/search?q=%22CEC+Health+Care+-+Glen+Cove%22+%22113+Glen+Cove+Ave%2C+Glen+Cove%2C+NY+11542%22+%22%2B1516-622-8888%22+dentist+dental+patients,"site:charlesevanscenter.org ""CEC Health Care - Glen Cove"" dental dentist patients",https://www.google.com/search?q=site%3Acharlesevanscenter.org+%22CEC+Health+Care+-+Glen+Cove%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
55,profile:Macon_GA_M:google:cid:2483200121336417676,Macon_GA_M,google:cid:2483200121336417676,Navicent Health,"1014 Forsyth St, Macon, GA 31201",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1478-633-8500,childrenshospitalnh.org,http://childrenshospitalnh.org/services-centers/autism-developmental-center/,26.0,32.8353402,-83.63768139999999,False,https://www.google.com/maps?cid=2483200121336417676,website_then_google_profile,childrenshospitalnh.org,eligibility_review_block:fc495ff11e40d90a,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Navicent Health"" ""1014 Forsyth St, Macon, GA 31201"" ""+1478-633-8500"" dentist dental patients",https://www.google.com/search?q=%22Navicent+Health%22+%221014+Forsyth+St%2C+Macon%2C+GA+31201%22+%22%2B1478-633-8500%22+dentist+dental+patients,"site:childrenshospitalnh.org ""Navicent Health"" dental dentist patients",https://www.google.com/search?q=site%3Achildrenshospitalnh.org+%22Navicent+Health%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
56,profile:LA_CA_L:google:cid:10671460001844304829,LA_CA_L,google:cid:10671460001844304829,Artur Arkelakyan,"905 S Lake St STE 102, Burbank, CA 91502",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1818-859-7979,coastlanddental.com,https://coastlanddental.com/about/dr-artur-arkelakyan/,1.0,34.1694336,-118.3061976,False,https://www.google.com/maps?cid=10671460001844304829,website_then_google_profile,coastlanddental.com,eligibility_review_block:27d13c04ae8a79d4,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Artur Arkelakyan"" ""905 S Lake St STE 102, Burbank, CA 91502"" ""+1818-859-7979"" dentist dental patients",https://www.google.com/search?q=%22Artur+Arkelakyan%22+%22905+S+Lake+St+STE+102%2C+Burbank%2C+CA+91502%22+%22%2B1818-859-7979%22+dentist+dental+patients,"site:coastlanddental.com ""Artur Arkelakyan"" dental dentist patients",https://www.google.com/search?q=site%3Acoastlanddental.com+%22Artur+Arkelakyan%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
57,profile:LA_CA_L:google:cid:2520457688506967269,LA_CA_L,google:cid:2520457688506967269,Comprehensive Health Care,"3540 Wilshire Blvd #715, Los Angeles, CA 90010",business_listings,Home health care service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:3fb50d6253134f7d,unknown,,Home health care service,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1213-389-4876,comphc.org,https://comphc.org/,1.0,34.0614464,-118.3016875,False,https://www.google.com/maps?cid=2520457688506967269,website_then_google_profile,comphc.org,eligibility_review_block:fb2c1c9219e47f0f,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Comprehensive Health Care"" ""3540 Wilshire Blvd #715, Los Angeles, CA 90010"" ""+1213-389-4876"" dentist dental patients",https://www.google.com/search?q=%22Comprehensive+Health+Care%22+%223540+Wilshire+Blvd+%23715%2C+Los+Angeles%2C+CA+90010%22+%22%2B1213-389-4876%22+dentist+dental+patients,"site:comphc.org ""Comprehensive Health Care"" dental dentist patients",https://www.google.com/search?q=site%3Acomphc.org+%22Comprehensive+Health+Care%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
58,profile:Atlanta_GA_L:google:cid:8914701910281558014,Atlanta_GA_L,google:cid:8914701910281558014,Georgia Department of Community Health,"2 M.L.K. Jr Dr SE, Atlanta, GA 30334",maps_core,Public health department,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:cc959e46f76b4a21,unknown,,Public health department,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1404-656-4507,dch.georgia.gov,http://dch.georgia.gov/,21.0,33.7498461,-84.3861355,False,https://www.google.com/maps?cid=8914701910281558014,website_then_google_profile,dch.georgia.gov,eligibility_review_block:048c12cff57b01e4,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Georgia Department of Community Health"" ""2 M.L.K. Jr Dr SE, Atlanta, GA 30334"" ""+1404-656-4507"" dentist dental patients",https://www.google.com/search?q=%22Georgia+Department+of+Community+Health%22+%222+M.L.K.+Jr+Dr+SE%2C+Atlanta%2C+GA+30334%22+%22%2B1404-656-4507%22+dentist+dental+patients,"site:dch.georgia.gov ""Georgia Department of Community Health"" dental dentist patients",https://www.google.com/search?q=site%3Adch.georgia.gov+%22Georgia+Department+of+Community+Health%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
59,profile:NYC_NY_L:google:cid:3018543719665768431,NYC_NY_L,google:cid:3018543719665768431,NYUDentalUrgentCareCtr,"345 E 24th St, New York, NY 10010",business_listings,Academic department,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:02dcfcd73b831370,unknown,,Academic department,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-998-9800,dental.nyu.edu,https://dental.nyu.edu/patientcare/emergency-services-urgent-care.html,144.0,40.7383132,-73.9785261,False,https://www.google.com/maps?cid=3018543719665768431,website_then_google_profile,dental.nyu.edu,eligibility_review_block:31d3e981a102c5ae,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""NYUDentalUrgentCareCtr"" ""345 E 24th St, New York, NY 10010"" ""+1212-998-9800"" dentist dental patients",https://www.google.com/search?q=%22NYUDentalUrgentCareCtr%22+%22345+E+24th+St%2C+New+York%2C+NY+10010%22+%22%2B1212-998-9800%22+dentist+dental+patients,"site:dental.nyu.edu ""NYUDentalUrgentCareCtr"" dental dentist patients",https://www.google.com/search?q=site%3Adental.nyu.edu+%22NYUDentalUrgentCareCtr%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
60,profile:LA_CA_L:google:cid:13376749074934566412,LA_CA_L,google:cid:13376749074934566412,Dent X Imaging Center,"1323 N San Fernando Blvd, Burbank, CA 91504",business_listings,X-ray lab,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:bcde824d5b399027,unknown,,X-ray lab,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1818-239-5333,dentximaging.com,https://dentximaging.com/,9.0,34.189706,-118.3210956,False,https://www.google.com/maps?cid=13376749074934566412,website_then_google_profile,dentximaging.com,eligibility_review_block:dde57ab96bcbcaaa,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Dent X Imaging Center"" ""1323 N San Fernando Blvd, Burbank, CA 91504"" ""+1818-239-5333"" dentist dental patients",https://www.google.com/search?q=%22Dent+X+Imaging+Center%22+%221323+N+San+Fernando+Blvd%2C+Burbank%2C+CA+91504%22+%22%2B1818-239-5333%22+dentist+dental+patients,"site:dentximaging.com ""Dent X Imaging Center"" dental dentist patients",https://www.google.com/search?q=site%3Adentximaging.com+%22Dent+X+Imaging+Center%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
61,profile:Vidalia_GA_S:google:cid:7988439992617257135,Vidalia_GA_S,google:cid:7988439992617257135,Dermatology Associates,"1013 E 1st St, Vidalia, GA 30474",maps_core,Skin care clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:7a6b4d7abd08fee8,unknown,,Skin care clinic,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1912-472-6104,dermatologyassociatesga.com,https://dermatologyassociatesga.com/,144.0,32.2117118,-82.40216819999999,False,https://www.google.com/maps?cid=7988439992617257135,website_then_google_profile,dermatologyassociatesga.com,eligibility_review_block:d3994f3d312eac82,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Dermatology Associates"" ""1013 E 1st St, Vidalia, GA 30474"" ""+1912-472-6104"" dentist dental patients",https://www.google.com/search?q=%22Dermatology+Associates%22+%221013+E+1st+St%2C+Vidalia%2C+GA+30474%22+%22%2B1912-472-6104%22+dentist+dental+patients,"site:dermatologyassociatesga.com ""Dermatology Associates"" dental dentist patients",https://www.google.com/search?q=site%3Adermatologyassociatesga.com+%22Dermatology+Associates%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
62,profile:Augusta_GA_L:google:cid:14457415903984627262,Augusta_GA_L,google:cid:14457415903984627262,Richmond County Health Department,"950 Laney Walker Blvd, Augusta, GA 30901",maps_core,Public health department,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:cc959e46f76b4a21,unknown,,Public health department,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1706-721-5800,ecphd.com,http://ecphd.com/counties/richmond-county-health-department/,94.0,33.4637039,-81.9753999,False,https://www.google.com/maps?cid=14457415903984627262,website_then_google_profile,ecphd.com,eligibility_review_block:c8cdf20390081417,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Richmond County Health Department"" ""950 Laney Walker Blvd, Augusta, GA 30901"" ""+1706-721-5800"" dentist dental patients",https://www.google.com/search?q=%22Richmond+County+Health+Department%22+%22950+Laney+Walker+Blvd%2C+Augusta%2C+GA+30901%22+%22%2B1706-721-5800%22+dentist+dental+patients,"site:ecphd.com ""Richmond County Health Department"" dental dentist patients",https://www.google.com/search?q=site%3Aecphd.com+%22Richmond+County+Health+Department%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
63,profile:Atlanta_GA_L:google:cid:6442774181064297868,Atlanta_GA_L,google:cid:6442774181064297868,"The Family Health Centers of Georgia, Inc.","868 York Ave SW, Atlanta, GA 30310",maps_core,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:b070ffeb7e138d00,manual_review,Medical Center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1404-752-1400,fhcga.org,http://fhcga.org/?utm_source=GMBSocialClimb&utm_medium=TheFamilyHealthCentersofGeorgia%2CInc.,1312.0,33.736796,-84.41637399999999,False,https://www.google.com/maps?cid=6442774181064297868,website_then_google_profile,fhcga.org,eligibility_review_block:b681ad3d6e3d5fcc,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""The Family Health Centers of Georgia, Inc."" ""868 York Ave SW, Atlanta, GA 30310"" ""+1404-752-1400"" dentist dental patients",https://www.google.com/search?q=%22The+Family+Health+Centers+of+Georgia%2C+Inc.%22+%22868+York+Ave+SW%2C+Atlanta%2C+GA+30310%22+%22%2B1404-752-1400%22+dentist+dental+patients,"site:fhcga.org ""The Family Health Centers of Georgia, Inc."" dental dentist patients",https://www.google.com/search?q=site%3Afhcga.org+%22The+Family+Health+Centers+of+Georgia%2C+Inc.%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
64,profile:NYC_NY_L:google:cid:18214434003362221946,NYC_NY_L,google:cid:18214434003362221946,Hanna Face and Jaw,"521 Park Ave C, New York, NY 10065",business_listings,Surgical center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:0f60d922875b512e,manual_review,Surgical center: Category alone does not establish whether oral surgery is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-779-2787,hannafacejaw.com,https://hannafacejaw.com/,80.0,40.7636187,-73.9689386,False,https://www.google.com/maps?cid=18214434003362221946,website_then_google_profile,hannafacejaw.com,eligibility_review_block:f1045a1bbc2540fa,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Hanna Face and Jaw"" ""521 Park Ave C, New York, NY 10065"" ""+1212-779-2787"" dentist dental patients",https://www.google.com/search?q=%22Hanna+Face+and+Jaw%22+%22521+Park+Ave+C%2C+New+York%2C+NY+10065%22+%22%2B1212-779-2787%22+dentist+dental+patients,"site:hannafacejaw.com ""Hanna Face and Jaw"" dental dentist patients",https://www.google.com/search?q=site%3Ahannafacejaw.com+%22Hanna+Face+and+Jaw%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
65,profile:NYC_NY_L:google:cid:5978500574907670907,NYC_NY_L,google:cid:5978500574907670907,Harlem United,"179 E 116th St, New York, NY 10029",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-987-3707,harlemunited.org,http://harlemunited.org/,3.0,40.7983831,-73.94034719999999,False,https://www.google.com/maps?cid=5978500574907670907,website_then_google_profile,harlemunited.org,eligibility_review_block:d46109d072774289,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Harlem United"" ""179 E 116th St, New York, NY 10029"" ""+1212-987-3707"" dentist dental patients",https://www.google.com/search?q=%22Harlem+United%22+%22179+E+116th+St%2C+New+York%2C+NY+10029%22+%22%2B1212-987-3707%22+dentist+dental+patients,"site:harlemunited.org ""Harlem United"" dental dentist patients",https://www.google.com/search?q=site%3Aharlemunited.org+%22Harlem+United%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
