requested_location,profile_key,clinic_key,observed_sources,observed_source_count,observed_categories,observed_source_decisions,preliminary_profile_status,profile_status_basis,cid,place_id,title,category,address,zip,latitude,longitude,phone,domain,url,votes_count,observation_count,market_assignment_status,eligibility_review_status,prior_manual_profile_decision,prior_manual_decision_evidence,prior_manual_evidence_url,prior_manual_reviewed_on
Atlanta_GA_L,google:cid:10132490755889284959,google:cid:10132490755889284959,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10132490755889284959,ChIJW3waLUwJ9YgRX8e1gqjWnYw,"Nelson D Yang, D.M.D.",Dentist,"50 Glenlake Pkwy NE Ste 130, Sandy Springs, GA 30328",30328,33.940784,-84.361519,+1770-522-0099,www.perimeterdentalga.com,http://www.perimeterdentalga.com/,3.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10133849470110877714,google:cid:10133849470110877714,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10133849470110877714,ChIJo5Y4cRIJ9YgREkg90Waqoow,Hilda Mutune,Dentist,"4718 Ashford Dunwoody Rd St400, Dunwoody, GA 30338",30338,33.9321547,-84.337853,+1770-625-1968,www.aspendental.com,https://www.aspendental.com/providers/Hilda-Mutune/1013694728/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=&utm_content=listing,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10135782348747765546,google:cid:10135782348747765546,business_listings,1,Orthodontist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10135782348747765546,ChIJo-fjBYgO9YgRKvfIMViIqYw,Dr. Meridith Long,Orthodontist,"3350 Riverwood Pkwy #2130, Atlanta, GA 30339",30339,33.877849,-84.4580411,+1770-850-9119,www.touchstonesmiles.com,https://www.touchstonesmiles.com/,6.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:1014165455047184436,google:cid:1014165455047184436,maps_core,1,Medical clinic,needs_category_review,pending_manual_review,unreviewed_or_conflicting_category_evidence,1014165455047184436,ChIJzQ9gxIkD9YgRNFCPqxsKEw4,Georgia State University Student Clinic,Medical clinic,"75 Piedmont Ave NE Ste 200, Atlanta, GA 30312",30312,33.7566635,-84.3819613,+1404-413-1930,health.gsu.edu,http://health.gsu.edu/,71.0,1,eligible_target_zip,manual_category_review,,,,
Atlanta_GA_L,google:cid:10149536895558004383,google:cid:10149536895558004383,business_listings|maps_specialist,2,Orthodontist|Pediatric dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10149536895558004383,ChIJ09tXzAIJ9YgRn650Lghm2ow,Perimeter Pediatric Dentistry & Orthodontics,Pediatric dentist,"6160 Peachtree Dunwoody Rd NE suite b-200, Atlanta, GA 30328",30328,33.923027,-84.35299309999999,+1770-407-6549,kidshappyteeth.com,https://kidshappyteeth.com/,477.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10149919988042986003,google:cid:10149919988042986003,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10149919988042986003,ChIJjwG6m-0C9YgRE3Lw2XPC24w,Gunn Horace a DDS,Dentist,"2150 Metropolitan Pkwy SW, Atlanta, GA 30315",30315,33.6957976,-84.4077848,+1404-768-4343,,,1.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10164809798108393407,google:cid:10164809798108393407,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10164809798108393407,ChIJBzzIrQUP9YgRvy-p6aeoEI0,Rousseau Robert DDS,Dentist,"40 Forrest Lake Dr NW, Atlanta, GA 30327",30327,33.8835801,-84.38870849999999,+1404-252-2450,,,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10169556937066258398,google:cid:10169556937066258398,business_listings|maps_specialist,2,Cosmetic dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10169556937066258398,ChIJB1wJ7-sO9YgR3p_xVCeGIY0,Smiles of Atlanta,Cosmetic dentist,"5685 Lake Placid Dr NE, Atlanta, GA 30342",30342,33.9091493,-84.3796471,+1770-777-0808,www.smilesofatlanta.com,http://www.smilesofatlanta.com/?utm_source=gmb_auth,230.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10174823999084968477,google:cid:10174823999084968477,business_listings|maps_core|maps_specialist,3,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10174823999084968477,ChIJ8-YOB3QF9YgRHTqUxYQ8NI0,Ponce Dental Studio - Atlanta,Dentist,"892 Ponce De Leon Ave NE Ste 101, Atlanta, GA 30306",30306,33.7743012,-84.3581468,+1404-476-6589,poncedentalstudio.com,https://poncedentalstudio.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,1381.0,2,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10176413078595580304,google:cid:10176413078595580304,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10176413078595580304,ChIJGff5R_MD9YgRkDFULcfhOY0,"Dr. Ronald L. Burton, DMD",Dentist,"424 Decatur St. SE, Atlanta, GA 30312",30312,33.7510319,-84.3744528,+1678-843-8600,,,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10188904836949063896,google:cid:10188904836949063896,business_listings,1,Endodontist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10188904836949063896,ChIJp-sTCigF9YgR2LibUPdCZo0,Buckhead Village Endodontics,Endodontist,"371 East Paces Ferry Rd NE Ste 700, Atlanta, GA 30305",30305,33.838581,-84.37532039999999,+1770-614-9432,buckheadvillageendo.com,https://buckheadvillageendo.com/,273.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10196615129073356827,google:cid:10196615129073356827,business_listings|maps_specialist,2,Oral surgeon,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10196615129073356827,ChIJ___Pr44D9YgRG5DKl2-ngY0,Dina Amin,Oral surgeon,"80 Jesse Hill Jr Dr SE, Atlanta, GA 303033031",303033031,33.7519539,-84.3811999,+1404-616-1000,,,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10229177076102149930,google:cid:10229177076102149930,business_listings|maps_specialist,2,Oral surgeon,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10229177076102149930,ChIJg9UermgP9YgRKjejrVpW9Y0,"Greater Atlanta Oral Facial Surgery: Dr. Abtin Shahriari, DMD, MPH",Oral surgeon,"Tuxedo Atrium, 3833 Roswell Rd NE Ste 110, Atlanta, GA 30342",30342,33.8589257,-84.38000029999999,+1404-937-3880,oralsurgeonatlanta.com,https://oralsurgeonatlanta.com/,168.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:1023856536629624745,google:cid:1023856536629624745,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,1023856536629624745,ChIJ66lq8eMc9YgRqT_Fbhh4NQ4,Plus One Dental Associates,Dentist,"2380 Benjamin E Mays Dr SW # A, Atlanta, GA 30311",30311,33.722575,-84.46547029999999,+1404-758-1055,www.plusonedental.com,http://www.plusonedental.com/,10.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:1024899167906736561,google:cid:1024899167906736561,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,1024899167906736561,ChIJafVuN_QF9YgRsams8VwsOQ4,Smiles On Peachtree,Dentist,"3255 Peachtree Rd NE #4, Atlanta, GA 30305",30305,33.8431578,-84.3707888,+1770-429-1545,,,26.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10252617013082893211,google:cid:10252617013082893211,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10252617013082893211,ChIJZ1ycpTME9YgRm6vuStqcSI4,Smith Jeffrey S DDS,Dentist,"1624 Piedmont Ave NE, Atlanta, GA 30324",30324,33.7989857,-84.3683054,+1404-873-2231,,,1.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10265930318893316114,google:cid:10265930318893316114,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10265930318893316114,ChIJuwvHF1yn9YgREniM2jvpd44,Doraville Dental Group (Evening appointment and Habla español),Dentist,"5938 Buford Hwy NE #201-202, Doraville, GA 30340",30340,33.9128309,-84.2639817,+1770-559-5653,doravilledental.com,https://doravilledental.com/,182.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:1028627776220242818,google:cid:1028627776220242818,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,1028627776220242818,ChIJm445CkwJ9YgRgiO1N4NrRg4,Chatman Lisa DDS,Dentist,"1155 Hammond Dr, Atlanta, GA 30328",30328,33.9182073,-84.3499964,+1770-671-0001,www.dentfirst.com,http://www.dentfirst.com/,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10297786627182258340,google:cid:10297786627182258340,business_listings|maps_specialist,2,Pediatric dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10297786627182258340,ChIJG1NAve8d9YgRpGj3nWAW6Y4,Lott Kaneta R DDS.,Pediatric dentist,"2440 Fairburn Rd SW #301, Atlanta, GA 30331",30331,33.6882003,-84.5110432,+1404-349-7777,www.familyandchildrensdentistry.com,http://www.familyandchildrensdentistry.com/,7.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10299461416442575981,google:cid:10299461416442575981,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10299461416442575981,ChIJA6e4dJsJ9YgRbbzm4JYJ744,"Dr. Alan B. Weinstein, DDS",Dentist,"5555 Peachtree Dunwoody Rd suite g-90, Atlanta, GA 30342",30342,33.9056794,-84.3520726,+1404-256-2551,,,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10318207927772291318,google:cid:10318207927772291318,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10318207927772291318,ChIJzWxfWfoG9YgR9qB8LXGjMY8,"Dr. Martin B. Steed, DDS",Dentist,"1365 Clifton Rd NE, Atlanta, GA 30322",30322,33.792609299999995,-84.3207395,+1404-778-4500,www.emoryhealthcare.org,http://www.emoryhealthcare.org/,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10319682565401012668,google:cid:10319682565401012668,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10319682565401012668,ChIJA5U-EEwJ9YgRvOmEAZ7gNo8,Riley James DDS,Dentist,"1150 Hammond Dr, Atlanta, GA 30328",30328,33.919543,-84.3490289,+1770-698-6451,,,5.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10335931026817984524,google:cid:10335931026817984524,business_listings|maps_core,2,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10335931026817984524,ChIJQ8XlZZId9YgRDKhsvIGacI8,Greenbriar Dental Care,Dentist,"2841 Greenbriar Pkwy SW, Atlanta, GA 30331",30331,33.6888091,-84.4941608,+1404-344-5000,greenbriardentalcare.com,http://greenbriardentalcare.com/,710.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10355335234581271996,google:cid:10355335234581271996,business_listings|maps_specialist,2,Oral surgeon,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10355335234581271996,ChIJf6QqczMJ9YgRvJVN64eKtY8,Sandy Springs Oral Surgery,Oral surgeon,"5555 Peachtree Dunwoody Rd NE Unit G56, Atlanta, GA 30342",30342,33.9057791,-84.3519867,+1404-252-5626,www.sandyspringsoms.com,http://www.sandyspringsoms.com/,190.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10358831026373978931,google:cid:10358831026373978931,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10358831026373978931,ChIJm445CkwJ9YgRM-tQX-_1wY8,Venkatesh Sangita DDS,Dentist,"1155 Hammond Dr, Atlanta, GA 30328",30328,33.9182073,-84.3499964,+1770-671-0001,www.dentfirst.com,http://www.dentfirst.com/,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10359439602355217446,google:cid:10359439602355217446,business_listings|maps_specialist,2,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10359439602355217446,ChIJB4EZErwF9YgRJiR_gm4fxI8,Smith Jay S DDS,Dentist,"5555 Peachtree Dunwoody Rd NE Ste 240, Atlanta, GA 30342",30342,33.9056794,-84.3520726,+1404-872-3140,www.prosatl.com,http://www.prosatl.com/,6.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10371784259109113450,google:cid:10371784259109113450,maps_specialist,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10371784259109113450,ChIJBc0zk2YP9YgRas4v49T6748,"Atlanta Pediatric Dentistry, Pc",Dentist,"5115 Timber Trail S NE, Atlanta, GA 30342",30342,33.8945796,-84.3714304,,aibizdirectory.online,https://aibizdirectory.online/,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10377705356433839303,google:cid:10377705356433839303,maps_specialist,1,Medical Center,reviewed_exclude,exclude_non_dentist_category,reviewed_exclude_applied_to_exact_google_profile,10377705356433839303,ChIJo2x7N70D9YgRx1ToyQkEBZA,Correll Pavilion,Medical Center,"80 Gilmer St SE, Atlanta, GA 30303",30303,33.7521527,-84.38291079999999,+1404-616-1000,www.gradyhealth.org,https://www.gradyhealth.org/locations/correll-pavilion/?utm_source=gmb&utm_medium=organic&utm_campaign=sitelink&utm_id=correll,95.0,1,eligible_target_zip,manual_category_review,,,,
Atlanta_GA_L,google:cid:10385803712464872558,google:cid:10385803712464872558,business_listings|maps_core,2,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10385803712464872558,ChIJVYHTFPkF9YgRbuRmPHPJIZA,MINT dentistry | Midtown Atlanta,Dentist,"1010 W Peachtree St NW C-2, Atlanta, GA 30309",30309,33.7819059,-84.3885318,+1678-884-1772,midtown.mintdentistry.com,http://midtown.mintdentistry.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb,349.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10387453503632098610,google:cid:10387453503632098610,business_listings|maps_specialist,2,Periodontist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10387453503632098610,ChIJi8iOcRwJ9YgRMsXgLO2lJ5A,Nola Periodontics (Brookhaven),Periodontist,"4060 Peachtree Rd NE H, Atlanta, GA 30319",30319,33.8620106,-84.33925719999999,+1404-549-2650,www.nolaperio.com,https://www.nolaperio.com/,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10391799662331643134,google:cid:10391799662331643134,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10391799662331643134,ChIJ24LWvRMp9YgR_kRNGrwWN5A,DAMARIES CANDELARIO - SOTO,Dentist,"1950 N Park Pl SE Bldg 400, Ste 450, Atlanta, GA 30339",30339,33.9024096,-84.4800556,+1770-954-8338,endocobb.com,http://endocobb.com/,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10403700900528888386,google:cid:10403700900528888386,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10403700900528888386,ChIJNbMUQWcQ9YgRQppvDdleYZA,North Carolina Academy of General Dentistry,Dentist,"2700 Cumberland Pkwy SE, Atlanta, GA 30339",30339,33.8725436,-84.47393079999999,+1404-299-7700,www.ncagd.org,https://www.ncagd.org/about-us,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10411205793602675370,google:cid:10411205793602675370,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10411205793602675370,ChIJ8aAmhUIE9YgRqiItI4IIfJA,Endodontist,Dentist,"999 Peachtree St NE #705, Atlanta, GA 30309",30309,33.7811016,-84.3837163,+1404-885-1441,,,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10437675223185466434,google:cid:10437675223185466434,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10437675223185466434,ChIJTa8JQHMF9YgRQqTddlAS2pA,Stafford-Mario w DDS,Dentist,"2675 Brookdale Dr NW, Atlanta, GA 30305",30305,33.8272484,-84.4028668,+1404-352-2498,,,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10466787769547419700,google:cid:10466787769547419700,business_listings,1,Cosmetic dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10466787769547419700,ChIJ3_YmH9IF9YgRNPBGXwWAQZE,The Tooth Jeweler,Cosmetic dentist,"3688 Clearview Ave Ste 110, Atlanta, GA 30340",30340,33.8994949,-84.27294359999999,+1678-752-7364,atltoothgems.com,http://atltoothgems.com/,62.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10476958351513915906,google:cid:10476958351513915906,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10476958351513915906,ChIJ_RmIZEQE9YgRApKMhByiZZE,Dr. Jennifer Keyser,Dentist,"1175 Peachtree St NE Ste 1202, Atlanta, GA 30361",30361,33.7869491,-84.3827431,+1404-874-1115,,,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10499719831243502795,google:cid:10499719831243502795,business_listings|maps_specialist,2,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10499719831243502795,ChIJVWW5ZEQE9YgRy7Rkfo5_tpE,Colony Square Dental Associates,Dentist,"1175 Peachtree St NE Ste 1210, Atlanta, GA 30361",30361,33.7869269,-84.38270399999999,+1404-540-9393,www.dentistmidtownatlanta.com,https://www.dentistmidtownatlanta.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,250.0,2,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:1051298919913896613,google:cid:1051298919913896613,business_listings|maps_specialist,2,Pediatric dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,1051298919913896613,ChIJ6WH_kFAE9YgRpTo4Msz2lg4,Children's Dentistry,Pediatric dentist,"1350 Spring St NW Ste 600, Atlanta, GA 30309",30309,33.7914918,-84.3898086,+1404-389-1970,,,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:1053845501327331932,google:cid:1053845501327331932,business_listings,1,Dental clinic,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,1053845501327331932,ChIJM1DXxWIC9YgRXFLCYuYCoA4,Atlanta Dental Care,Dental clinic,"171 Cleveland Ave SW, Atlanta, GA 30315",30315,33.681563,-84.39461969999999,+1404-768-2615,atlantadentalcare.net,http://atlantadentalcare.net/,16.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10540942445860037032,google:cid:10540942445860037032,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10540942445860037032,ChIJ_ZiWUI4F9YgRqCFTY07zSJI,"Shenan Bradshaw DDS, MD",Dentist,"3280 Howell Mill Rd NW UNIT 221, Atlanta, GA 30327",30327,33.8434015,-84.429001,+1404-892-2999,www.jawsoms.com,https://www.jawsoms.com/,2.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10550661632267986590,google:cid:10550661632267986590,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10550661632267986590,ChIJ_yAATRwP9YgRniat0Np6a5I,Great Expressions Dental Centers - Fountain Oaks,Dentist,"4920 Roswell Rd Suite 13A, Sandy Springs, GA 30342",30342,33.8885729,-84.38237749999999,+1404-236-7222,www.greatexpressions.com,https://www.greatexpressions.com/,107.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10558335569158478606,google:cid:10558335569158478606,business_listings|maps_specialist,2,Orthodontist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10558335569158478606,ChIJf6QqczMJ9YgRDhsQe0K-hpI,Atlanta Orthodontic Specialists,Orthodontist,"5555 Peachtree Dunwoody Rd NE Ste 301, Atlanta, GA 30342",30342,33.9057,-84.35206699999999,+1404-255-5454,atlantaortho.com,https://atlantaortho.com/location/sandy-springs/,136.0,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10577104881888413460,google:cid:10577104881888413460,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10577104881888413460,ChIJuwgK4FsD9YgRFEcCpdlsyZI,Brown Corretta St DDS,Dentist,"1099 Martin L King Jr NW #1, Atlanta, GA 30314",30314,33.7547346,-84.423892,+1404-752-7777,,,,1,eligible_target_zip,include_dental_provider,,,,
Atlanta_GA_L,google:cid:10617208520932001856,google:cid:10617208520932001856,business_listings|maps_specialist,2,Prosthodontist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,10617208520932001856,ChIJs_wYP1gP9YgRQAhnvOXmV5M,Georgia Prosthodontics | Dental Implant Center Buckhead,Prosthodontist,"3379 Peachtree Rd NE #830, Atlanta, GA 30326",30326,33.8486146,-84.366073,+1770-381-9333,georgiaprosthodontics.com,https://georgiaprosthodontics.com/,16.0,2,eligible_target_zip,include_dental_provider,,,,
